#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	ssl
#open	2019-02-15-16-29-57
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	version	cipher	curve	server_name	resumed	last_alert	next_protocol	established	cert_chain_fuids	client_cert_chain_fuids	subject	issuer	client_subject	client_issuer	validation_status	client_ja3	server_ja3
#types	time	string	addr	port	addr	port	string	string	string	string	bool	string	string	bool	vector[string]	vector[string]	string	string	string	string	string	string	string
1550266006.530947	CnXNNv3hSRrmiyKDbh	10.220.170.120	48344	192.30.255.113	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256	secp256r1	-	F	-	http/1.1	F	FR4ASgvfrrkgx85I3,Fg8b1b2abLa29p45Ib	(empty)	-	-	-	-	ok	-	5d79edf64e03689ff559a54e9d9487bc
1550266453.837177	C4761k4EOsBIZBIS0e	192.168.122.149	49323	69.195.71.174	443	-	-	-	gjcybzvmvir.com	F	-	-	F	-	-	-	-	-	-	-	4d7a28d6f2263ed61de88ca66eb011e3	-
1550266453.837216	CI4cNO24PNJroiQX56	192.168.122.149	49324	69.195.71.174	443	-	-	-	gjcybzvmvir.com	F	-	-	F	-	-	-	-	-	-	-	4d7a28d6f2263ed61de88ca66eb011e3	-
1550266453.837270	CsptMr2cK5sTUCjdlb	192.168.122.149	49325	69.195.71.174	443	-	-	-	gjcybzvmvir.com	F	-	-	F	-	-	-	-	-	-	-	4d7a28d6f2263ed61de88ca66eb011e3	-
1550266453.837303	Ct139KmSQyfzcFnt3	192.168.122.149	49326	69.195.71.174	443	-	-	-	gjcybzvmvir.com	F	-	-	F	-	-	-	-	-	-	-	4d7a28d6f2263ed61de88ca66eb011e3	-
1550266453.837338	CjFZkz3TamoQtoGa92	192.168.122.149	49327	69.195.71.174	443	-	-	-	gjcybzvmvir.com	F	-	-	F	-	-	-	-	-	-	-	4d7a28d6f2263ed61de88ca66eb011e3	-
1550266453.837376	CXjH1HYf0Ssuew1rd	192.168.122.149	49328	69.195.71.174	443	-	-	-	gjcybzvmvir.com	F	-	-	F	-	-	-	-	-	-	-	4d7a28d6f2263ed61de88ca66eb011e3	-
1550266453.842598	C05c4w4MAraAFrXT13	192.168.122.149	49323	69.195.71.174	443	-	-	-	gjcybzvmvir.com	F	-	-	F	-	-	-	-	-	-	-	4d7a28d6f2263ed61de88ca66eb011e3	-
1550266453.842641	CH5IoU3gf8jV3LTPXa	192.168.122.149	49324	69.195.71.174	443	-	-	-	gjcybzvmvir.com	F	-	-	F	-	-	-	-	-	-	-	4d7a28d6f2263ed61de88ca66eb011e3	-
1550266453.842670	CgDD8W3r1NsurgWfz2	192.168.122.149	49325	69.195.71.174	443	-	-	-	gjcybzvmvir.com	F	-	-	F	-	-	-	-	-	-	-	4d7a28d6f2263ed61de88ca66eb011e3	-
1550266453.842696	C2V4nT3XRifgL5BHkl	192.168.122.149	49326	69.195.71.174	443	-	-	-	gjcybzvmvir.com	F	-	-	F	-	-	-	-	-	-	-	4d7a28d6f2263ed61de88ca66eb011e3	-
1550266453.842718	CThzrh3ahoFa1uosk6	192.168.122.149	49327	69.195.71.174	443	-	-	-	gjcybzvmvir.com	F	-	-	F	-	-	-	-	-	-	-	4d7a28d6f2263ed61de88ca66eb011e3	-
1550266453.842748	C5GWbE2LthOqBH6Opi	192.168.122.149	49328	69.195.71.174	443	-	-	-	gjcybzvmvir.com	F	-	-	F	-	-	-	-	-	-	-	4d7a28d6f2263ed61de88ca66eb011e3	-
1550266453.847813	CV27v9YC6jjLHTzXe	192.168.122.149	49323	69.195.71.174	443	-	-	-	gjcybzvmvir.com	F	-	-	F	-	-	-	-	-	-	-	4d7a28d6f2263ed61de88ca66eb011e3	-
1550266453.847855	CCXPpm4iQWzcOU77C9	192.168.122.149	49324	69.195.71.174	443	-	-	-	gjcybzvmvir.com	F	-	-	F	-	-	-	-	-	-	-	4d7a28d6f2263ed61de88ca66eb011e3	-
1550266453.847890	CzyACT1aCNMigsPZS2	192.168.122.149	49325	69.195.71.174	443	-	-	-	gjcybzvmvir.com	F	-	-	F	-	-	-	-	-	-	-	4d7a28d6f2263ed61de88ca66eb011e3	-
1550266453.847920	CTGxhf2MfjvTTUrqvi	192.168.122.149	49326	69.195.71.174	443	-	-	-	gjcybzvmvir.com	F	-	-	F	-	-	-	-	-	-	-	4d7a28d6f2263ed61de88ca66eb011e3	-
1550266453.847936	CpVcjS1fsn6Lp7zSLl	192.168.122.149	49327	69.195.71.174	443	-	-	-	gjcybzvmvir.com	F	-	-	F	-	-	-	-	-	-	-	4d7a28d6f2263ed61de88ca66eb011e3	-
1550266453.847973	CA076iG527itdKjs2	192.168.122.149	49328	69.195.71.174	443	-	-	-	gjcybzvmvir.com	F	-	-	F	-	-	-	-	-	-	-	4d7a28d6f2263ed61de88ca66eb011e3	-
1550266473.609728	CMTeP146NjWuoZSVT1	172.16.165.165	49445	74.125.233.96	443	TLSv10	TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA	secp256r1	-	F	-	-	T	FqGsdn37UKbOTWX4i2,FKOL024ZsuSKJT7zX8,FJLCNKjbCh9tpJYR3	(empty)	CN=*.google.com,O=Google Inc,L=Mountain View,ST=California,C=US	CN=Google Internet Authority G2,O=Google Inc,C=US	-	-	certificate has expired	bf2b6289df9559f6597610d89b2816e4	acb741bcdffb787c5a52654c78645bdf
1550266473.609956	C7pJ54wdHHNXFPmnc	172.16.165.165	49446	74.125.233.96	443	TLSv10	TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA	secp256r1	-	F	-	-	T	F0mPlf1Zco6FiHJtqk,FEFM5M3zXaorY1NFwe,FlDn1DHf6kUnRTcBf	(empty)	CN=*.google.com,O=Google Inc,L=Mountain View,ST=California,C=US	CN=Google Internet Authority G2,O=Google Inc,C=US	-	-	certificate has expired	bf2b6289df9559f6597610d89b2816e4	acb741bcdffb787c5a52654c78645bdf
1550266473.609960	CAuU4X1jAAtWS9Zyxc	172.16.165.165	49447	74.125.233.96	443	TLSv10	TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA	secp256r1	-	F	-	-	T	F9c41216r13RDXPuZi,Fnnv0n1RhE6wqSJEif,F6dyFK2PE8BEjQ8mJ8	(empty)	CN=*.google.com,O=Google Inc,L=Mountain View,ST=California,C=US	CN=Google Internet Authority G2,O=Google Inc,C=US	-	-	certificate has expired	bf2b6289df9559f6597610d89b2816e4	acb741bcdffb787c5a52654c78645bdf
1550266473.610612	CsJaQt2Y4dSpszE1Wb	172.16.165.165	49448	74.125.233.100	443	TLSv10	TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA	secp256r1	-	F	-	-	T	F9Yce036CwXsf5zuS3,F8n9Wk2T2Mx6YYw2Uf,FJBLo54ZvaCmlOJbi2	(empty)	CN=www.google.com,O=Google Inc,L=Mountain View,ST=California,C=US	CN=Google Internet Authority G2,O=Google Inc,C=US	-	-	certificate has expired	bf2b6289df9559f6597610d89b2816e4	acb741bcdffb787c5a52654c78645bdf
